,사업장명,업태구분명,지번주소,좌표정보(X),좌표정보(Y),네이버_별점,방문자리뷰수,블로그리뷰수,대표메뉴_메뉴,대표메뉴_가격,음식이 맛있어요_비율,혼밥하기 좋아요_비율,재료가 신선해요_비율,특별한 메뉴가 있어요_비율,친절해요_비율,양이 많아요_비율,매장이 청결해요_비율,가성비가 좋아요_비율,인테리어가 멋져요_비율,건강한 맛이에요_비율,아늑해요_비율,메뉴 구성이 알차요_비율,차분한 분위기예요_비율,매장이 넓어요_비율,뷰가 좋아요_비율,음악이 좋아요_비율,특별한 날 가기 좋아요_비율,비싼 만큼 가치있어요_비율,단체모임 하기 좋아요_비율,화장실이 깨끗해요_비율,반찬이 잘 나와요_비율,주차하기 편해요_비율,대화하기 좋아요_비율,컨셉이 독특해요_비율,음식이 빨리 나와요_비율,좌석이 편해요_비율,사진이 잘 나와요_비율,집중하기 좋아요_비율,혼술하기 좋아요_비율,잡내가 적어요_비율,야외공간이 멋져요_비율,기본 안주가 좋아요_비율,향신료가 강하지 않아요_비율,환기가 잘 돼요_비율,술이 다양해요_비율,고기 질이 좋아요_비율,음료가 맛있어요_비율,직접 잘 구워줘요_비율,현지 맛에 가까워요_비율,오래 머무르기 좋아요_비율,디저트가 맛있어요_비율,라이브공연이 훌륭해요_비율,코스요리가 알차요_비율,커피가 맛있어요_비율,빵이 맛있어요_비율,종류가 다양해요_비율,차가 맛있어요_비율,선물하기 좋아요_비율,주문제작을 잘해줘요_비율,포장이 깔끔해요_비율,반려동물과 가기 좋아요_비율,샐러드바가 잘 되어있어요_비율,아이와 가기 좋아요_비율,파티하기 좋아요_비율,룸이 잘 되어있어요_비율,깨끗해요_비율,조용히 쉬기 좋아요_비율,침구가 좋아요_비율,냉난방이 잘돼요_비율,화장실이 잘 되어있어요_비율,방음이 잘돼요_비율,즐길 거리가 많아요_비율,호캉스하기 좋아요_비율,근처에 갈 곳이 많아요_비율,벌레 걱정 없어요_비율,보안시설이 잘 되어있어요_비율,바비큐 해먹기 좋아요 _비율,온수가 잘 나와요_비율,어울려 놀기 좋아요_비율,공용시설 관리가 잘돼요_비율,전기 사용이 편해요_비율,취사시설이 잘 되어있어요_비율,마트 이용이 편해요_비율,도보거리_km,도보시간_분
46,마포곱창 홍대점,"곱창,막창,양",서울특별시 마포구 동교동 169-7번지 ,193353.2626,450477.3052,,312,157,마포곱창,"19,000",0.226247987,0.006441224,0.02173913,0.037037037,0.086151369,0.089371981,0.017713366,0.066827697,0.015297907,0.003220612,0.000805153,0.026570048,,0.103864734,0.004830918,,0.001610306,,0.050724638,,0.008856683,,,,0.009661836,0.001610306,,,,0.057165862,0.002415459,,,0.001610306,,0.144122383,,0.012882448,,0.002415459,,,,,,,,,,,,,0.000805153,,,,,,,,,,,,,,,,,,,,,1.247,16.8
47,맛 김치 생삼겹살,"육류,고기요리",서울특별시 마포구 동교동 204-9 SJ2049 ,193031.4951,450778.8649,,343,197,"생삼겹살(160g) | 맛김치(무료), 가브리살(150g) | 김치말이국수","16,000 | 19,000 | 7,000",0.193098385,0.013950073,0.020558003,0.035242291,0.111600587,0.06020558,0.055800294,0.038913363,0.035242291,0.001468429,0.004405286,0.009544787,,0.024963289,0.005139501,,0.000734214,0.000734214,0.031571219,0.001468429,0.005873715,0.024963289,,0.002202643,0.007342144,0.000734214,,,,0.035976505,0.002936858,,,0.001468429,,0.16886931,,0.103524229,,0.001468429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.721,23.5
48,삼각도,이자카야,서울특별시 마포구 동교동 117-3 ,193466.01,451033.8367,,355,51,삼각도 모듬사시미 | 연어사시미(9P) | 간장닭다리살구이 | 치즈멘치카츠(1P) | 크림치즈와 장아찌,"39,000 | 14,500 | 15,500 | 7,000 | 9,000",0.223184544,0.001998668,0.004663558,0.111925383,0.059293804,0.000666223,0.021985343,0.041305796,0.095936043,0.001998668,0.017988008,0.023984011,0.004663558,,0.005996003,0.08994004,0.001998668,0.009993338,,0.006662225,,,0.075283145,0.003997335,0.000666223,,0.009993338,,0.039973351,,0.001332445,0.022651566,,,0.115256496,,0.003331113,,,0.00266489,,,,0.000666223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.051,27.5
49,목구멍 홍대입구역점,"육류,고기요리",서울특별시 마포구 동교동 206-3 ,192904.0746,450498.0545,,364,228,미박삼겹살(150g) | 특목살(150g) | 갈비본살(150g) | 회냉면 | 물냉면,"14,000 | 14,000 | 22,000 | 7,000 | 6,000",0.223505435,0.000679348,0.03125,0.027853261,0.112771739,0.048233696,0.024456522,0.02513587,0.019021739,0.005434783,0.001358696,0.019701087,,0.053668478,0.002038043,,0.000679348,,0.046875,0.002717391,0.023097826,0.002717391,,0.002038043,0.004755435,0.001358696,,,,0.019021739,,,,0.000679348,,0.19361413,,0.104619565,,0.002038043,,,,,,,,,,,,,0.000679348,,,,,,,,,,,,,,,,,,,,,1.522,20.5
50,생활맥주 홍대동교동점,"맥주,호프",서울특별시 마포구 동교동 158-25 ,193129.2437,450598.4343,,393,77,앵그리버드 | 앵그리버드와 감자 | 앵그리버드 레드 | 앵그리버드 블랙 | 앵그리버드 크런치,"22,000 | 24,000 | 24,000 | 24,000 | 24,000",0.246350365,,0.001824818,0.045620438,0.142335766,0.005474453,0.027372263,0.122262774,0.009124088,,0.005474453,0.005474453,,,,0.016423358,,0.001824818,0.027372263,0.005474453,,0.003649635,0.071167883,,0.001824818,,,,0.041970803,,,0.096715328,,,0.100364964,,0.001824818,,,0.020072993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,19.4
51,서울갈매기,바(BAR),서울특별시 마포구 동교동 147-4 2층 ,193409.7492,450762.4801,,396,94,사직구장 플레이트 25시즌 | 매콤달콤 가라아게 강정 | 찍먹 초리조피자와 불고기브리또 | 리코타 치즈 샐러드 | 그릴드 통닭가슴살 샐러드,"48,000 | 20,000 | 20,000 | 16,000 | 16,000",0.152086907,,0.001143511,0.09834191,0.107489994,0.001715266,0.010291595,0.008576329,0.118353345,,0.004574042,0.03030303,0.000571755,0.002858776,0.025728988,0.027444254,0.016580903,0.003430532,0.043453402,0.004574042,,,0.008004574,0.130931961,0.000571755,0.024013722,0.013150372,0.002287021,0.00971984,,0.001715266,0.005717553,,,0.08976558,,0.006289308,,,0.032590051,0.001715266,0.00971984,,,,,,,,,0.001715266,,,0.004002287,0.000571755,,,,,,,,,,,,,,,,,,,1.585,21.3
52,사천리 훠궈,중식당,서울특별시 마포구 동교동 153-33 1층일부,193195.2879,450709.1125,4.78,411,434,모듬세트 | 소고기세트 | 양고기세트 | 볶음밥,"22,900 | 19,900 | 19,900 | 6,500",0.319753086,0.003703704,0.138271605,0.1,0.120987654,0.056790123,0.045679012,0.027160494,0.05308642,0.003703704,0.002469136,0.00617284,0.002469136,0.040740741,0.001234568,,0.012345679,0.001234568,0.017283951,0.009876543,,0.017283951,0.003703704,,0.001234568,,,,,0.002469136,,,0.003703704,,,0.001234568,,,0.00617284,,,,,,,,,,,,,0.001234568,,,,,,,,,,,,,,,,,,,,,,1.545,21.0
53,명동왕돈까스,돈가스,서울특별시 마포구 동교동 201-1 1층 ,192996.9368,450608.2504,,420,93,명동왕돈까스(안심) | 생선까스 | 치즈돈까스 | 모듬까스,"10,000 | 10,000 | 11,000 | 10,000",0.337209302,0.109634551,0.086378738,0.046511628,0.117940199,0.134551495,0.033222591,0.104651163,0.006644518,0.00166113,,0.003322259,0.003322259,0.004983389,,,0.00166113,,0.003322259,0.00166113,,0.00166113,,,,,,,,,,,,,,0.00166113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.442,20.5
54,명동왕돈까스,돈가스,서울특별시 마포구 동교동 201-1 1층 ,192996.9368,450608.2504,,420,93,명동왕돈까스(안심) | 생선까스 | 치즈돈까스 | 모듬까스,"10,000 | 10,000 | 11,000 | 10,000",0.337209302,0.109634551,0.086378738,0.046511628,0.117940199,0.134551495,0.033222591,0.104651163,0.006644518,0.00166113,,0.003322259,0.003322259,0.004983389,,,0.00166113,,0.003322259,0.00166113,,0.00166113,,,,,,,,,,,,,,0.00166113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.442,20.5
55,명동왕돈까스직영점,돈가스,서울특별시 마포구 동교동 204-22번지 1층(우측) ,193063.6448,450749.8419,,420,93,명동왕돈까스(안심) | 생선까스 | 치즈돈까스 | 모듬까스,"10,000 | 10,000 | 11,000 | 10,000",0.337209302,0.109634551,0.086378738,0.046511628,0.117940199,0.134551495,0.033222591,0.104651163,0.006644518,0.00166113,,0.003322259,0.003322259,0.004983389,,,0.00166113,,0.003322259,0.00166113,,0.00166113,,,,,,,,,,,,,,0.00166113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.619,22.2
56,산토스틸라(Santo Stilla),"육류,고기요리",서울특별시 마포구 동교동 188-19 유진빌딩 ,193923.9602,450294.6504,4.95,424,351,"주류일체(소주/맥주/와인/하이볼등) | 오마카세 주문시 각인당 주류1병서비스(무료), 돈오마카세(1인)-2인이상주문 | 우오마카세(1인)-2인이상주문 | 스페셜오마카세 (1인)-2인이상주문","5,000 | 38,000 | 52,000 | 68,000",0.211895911,0.015489467,0.042131351,0.039653036,0.162329616,0.019826518,0.110904585,0.107187113,0.0377943,,0.001239157,0.029120198,0.004337051,0.009913259,0.004337051,,0.018587361,0.000619579,0.081164808,0.004956629,0.007434944,0.000619579,,,,,,,,0.001858736,0.000619579,,0.000619579,,,0.07063197,,0.009913259,,0.000619579,,,0.001239157,,,,,,,,0.004956629,,,,,,,,,,,,,,,,,,,,,,,1.274,16.6
57,산장물갈비,한식,서울특별시 마포구 동교동 155-16,193274.4952,450630.6861,,430,132,살얼음 말차막걸리 | 매운 산장 물갈비(1인분) | 들깨 산장 물갈비 (1인분) | 산장 물갈비 2인 세트메뉴 | 산장 물갈비 3인 세트메뉴,"14,000 | 17,000 | 17,000 | 39,000 | 56,000",0.228923077,0.009230769,0.097846154,0.071384615,0.107692308,0.124923077,0.049846154,0.036307692,0.089230769,0.003076923,0.007384615,0.024,0.004923077,0.033230769,0.001846154,0.006153846,0.001230769,,0.016615385,0.010461538,0.002461538,0.004307692,0.009846154,0.004307692,0.009846154,0.001846154,0.001846154,0.000615385,,0.002461538,,0.001230769,,,0.016615385,0.012923077,0.001846154,0.000615385,,0.001846154,0.000615385,,0.001846154,,,,,,,,0.000615385,,,,,,,,,,,,,,,,,,,,,,,1.453,19.8
58,무쏘 홍대입구역점,소고기구이,서울특별시 마포구 동교동 164-6 ,193249.7433,450434.0763,4.58,519,289,소고기무한리필 | 소고기무한리필+육회+새우,"27,800 | 30,800",0.223740393,0.005977797,0.08881298,0.06233988,0.108454313,0.122971819,0.030742955,0.164816396,0.018787361,0.003415884,0.000853971,0.003415884,0.000853971,0.028181042,0.004269855,,0.019641332,,0.03501281,0.006831768,0.000853971,0.002561913,,,0.000853971,,,,,0.004269855,0.000853971,,,,,0.055508113,,0.004269855,,,,,0.000853971,,,,,,,,,,,,0.000853971,,,,,,,,,,,,,,,,,,,1.211,16.3
59,베트남이랑 홍대점,베트남음식,서울특별시 마포구 동교동 167-2 LC TOWER ,193383.4159,450602.3823,,520,90,곱창 쌀국수 | 우삼겹 쌀국수(M) | 우삼겹 쌀국수(L) | 동파육세트 | 곱창쌀국수세트,"13,000 | 12,000 | 13,000 | 14,900 | 12,900",0.239588689,0.051928021,0.124421594,0.011311054,0.0781491,0.113624679,0.037017995,0.043187661,0.066323907,0.007197943,0.004627249,0.015938303,0.003084833,0.08277635,0.002056555,,0.001542416,0.001542416,0.003084833,0.001542416,,0.002056555,,0.006683805,0.005655527,,,,,,,,0.004627249,,,,,,0.089460154,,,,0.000514139,,,,,,,,,,0.001028278,,0.001028278,,,,,,,,,,,,,,,,,,,1.401,18.6
60,미쓰족발 홍대본점,"족발,보쌈",서울특별시 마포구 동교동 164-12번지 ,193196.9195,450391.5668,4.44,526,683,오리지널족발 | 마늘족발 | 가브리보쌈 | 족보 | 반반족발,"43,000 | 45,000 | 43,000 | 50,000 | 48,000",0.386459803,0.004231312,0.043723554,0.062059238,0.098730606,0.114245416,0.023977433,0.059238364,0.009873061,0.002820874,0.001410437,0.009873061,0.001410437,0.036671368,0.004231312,,0.009873061,,0.029619182,0.007052186,0.002820874,,,,0.007052186,,,,,0.01551481,,,,,,0.064880113,,0.002820874,,,,,,,,,,,,,,,0.001410437,,,,,,,,,,,,,,,,,,,,,1.125,15.2
61,백억살롱,요리주점,서울특별시 마포구 동교동 203-18 ,192904.969,450539.8003,,531,382,,,0.197276104,0.000412712,0.009905076,0.072224515,0.112670243,0.029302518,0.0680974,0.055303343,0.110193974,0.000825423,0.004539827,0.023524556,0.001238135,0.004539827,0.00536525,0.015683038,0.000412712,,0.046636401,0.031366075,,,0.060255881,0.001238135,0.001238135,0.000825423,0.005777961,,0.007841519,,0.009079653,0.054065208,,,0.035905902,,,,,0.009079653,,,,,,0.00825423,,,,,,,,,0.000825423,,,,,,,,,,,,,,,,,,,1.518,20.9
62,상하이 마라꼬치 연트럴파크점,퓨전음식,서울특별시 마포구 동교동 150-3,193255.5676,450908.0917,,538,139,삼겹살 3ea | 항정살 | 양고기 | 닭가슴살 3ea | 닭안심 3ea,"3,500 | 1,300 | 1,300 | 3,000 | 3,000",0.263310185,0.043402778,0.162615741,0.030671296,0.077546296,0.049768519,0.054976852,0.077546296,0.046296296,0.001157407,0.002314815,0.02662037,,0.007523148,0.001736111,,0.001736111,0.002314815,0.003472222,0.001157407,,,,0.02025463,0.012731481,,,,,,0.00462963,,0.004050926,,,,,,0.102430556,,,,0.000578704,,,,,,,,,,0.000578704,,0.000578704,,,,,,,,,,,,,,,,,,,1.873,25.2
63,바다나라,생선회,서울특별시 마포구 동교동 169-6 ,193365.1956,450481.2997,,542,178,,,0.294887039,0.005945303,0.136741974,0.026159334,0.095124851,0.048751486,0.041617122,0.102259215,0.015457788,0.001189061,0.002378121,0.014268728,,0.093935791,0.009512485,,0.007134364,,0.043995244,0.026159334,0.009512485,,0.009512485,,0.002378121,,,,,0.003567182,,0.002378121,,,0.001189061,0.002378121,,,,0.002378121,,,,,,,,,,,,0.001189061,,,,,,,,,,,,,,,,,,,,,,1.219,16.4
64,소바하우스 멘야준,일식당,서울특별시 마포구 동교동 197-27 ,193093.7535,450858.9051,,544,497,특선쇼유라멘 | 특선시로쇼유라멘 | 차슈쇼유라멘 | 차슈시로쇼유라멘 | 완탕쇼유라멘,"15,500 | 15,800 | 12,500 | 12,500 | 12,500",0.240151106,0.107933081,0.110631409,0.136535348,0.106853751,0.027522936,0.06583918,0.010793308,0.057204533,0.004856989,0.00701565,0.006475985,0.013491635,0.020507285,0.001079331,0.002158662,0.022665947,0.018348624,,0.005396654,,0.000539665,0.000539665,0.002158662,0.002698327,0.000539665,0.000539665,,0.000539665,0.003777658,,,0.000539665,,0.000539665,0.015110631,,,0.00701565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.774,24.1
65,모꼬지,생선회,서울특별시 마포구 동교동 197-4 ,193075.8567,450767.2834,,576,283,대방어 한상 소 | 모듬회 한상 | 포항 구룡포 과메기 | 광어묵은지 소금김밥 소 | 통영 석화,"52,000 | 49,000 | 35,000 | 36,000 | 22,000",0.224418094,0.000878349,0.177865613,0.083003953,0.127360562,0.031181379,0.093983311,0.032498902,0.058849363,0.00307422,0.021080369,0.018006148,0.010979359,0.016688625,0.002195872,0.004830918,0.012736056,0.000878349,0.021080369,0.018445323,0.002195872,0.000878349,0.016688625,,0.00307422,0.001317523,,,0.000878349,0.001756697,,0.005270092,,,0.001756697,0.000439174,,,0.000878349,0.004830918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.639,22.5
66,보승회관 연남점,국밥,서울특별시 마포구 동교동 158-28 ,193093.9645,450548.4527,,598,170,,,0.336585366,0.056445993,0.104529617,0.046689895,0.110801394,0.100348432,0.041114983,0.07456446,0.006968641,0.006968641,0.002090592,0.004181185,,0.066202091,0.002090592,,0.000696864,,0.016724739,,0.002787456,0.004878049,0.001393728,,0.007665505,0.000696864,,,0.001393728,0.001393728,0.000696864,,,,0.001393728,,,,0.000696864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.317,18.0
67,빌보드 게임카페,보드카페,서울특별시 마포구 동교동 154-2 ,193294.4398,450749.4999,,617,45,,,0.003378378,,,,0.179898649,,,0.11402027,0.002533784,,,,,,,,,,0.116554054,0.021114865,,0.000844595,,0.000844595,,0.008445946,,,,,,,,,,,,,,,,,,0.002533784,,,,,,,,,,,0.002533784,,,,,,,,,,,,,,,,,,,1.642,22.1
68,명호야,일식당,서울특별시 마포구 동교동 204-34번지 1층일부 ,193054.7285,450713.9088,,638,542,,,0.241606715,0.002997602,0.033573141,0.076738609,0.088129496,0.006594724,0.048561151,0.056954436,0.04736211,0.001199041,0.034772182,0.029976019,0.01558753,0.001798561,,0.014388489,0.007194245,0.00059952,0.028177458,0.025179856,0.017985612,,0.103117506,,0.002398082,0.001199041,0.002997602,,0.005395683,,,0.026978417,0.00059952,,0.044364508,,,,0.00059952,0.03177458,,,0.00059952,,,,,,,,,,,,0.00059952,,,,,,,,,,,,,,,,,,,1.61,22.1
69,몬스터피자,피자,서울특별시 마포구 동교동 154-8번지 101동 1호,193291.5054,450727.4661,,658,299,PIZZA SLICE CHEESE | PIZZA SLICE PEPPERONI | PIZZA SLICE SPICE GIRLS | PIZZA SLICE WHOLE+PACK | BOTTLED BEER BUDWEIS,"4,800 | 4,800 | 4,800 | 27,000 | 5,500",0.356435644,0.123055163,0.03960396,0.035360679,0.062234795,0.063649222,0.021216407,0.181046676,0.038189533,,,,,0.008486563,0.012729844,0.001414427,0.00990099,,0.005657709,0.002828854,,0.001414427,0.005657709,0.002828854,0.012729844,,,,0.007072136,,0.001414427,,0.001414427,0.002828854,,,,0.001414427,,,,,,,,,,,,0.001414427,,,,,,,,,,,,,,,,,,,,,,,,1.66,22.4
70,몬스터피자,피자,서울특별시 마포구 동교동 154-8번지 101동 1호,193291.5054,450727.4661,,658,299,PIZZA SLICE CHEESE | PIZZA SLICE PEPPERONI | PIZZA SLICE SPICE GIRLS | PIZZA SLICE WHOLE+PACK | BOTTLED BEER BUDWEIS,"4,800 | 4,800 | 4,800 | 27,000 | 5,500",0.356435644,0.123055163,0.03960396,0.035360679,0.062234795,0.063649222,0.021216407,0.181046676,0.038189533,,,,,0.008486563,0.012729844,0.001414427,0.00990099,,0.005657709,0.002828854,,0.001414427,0.005657709,0.002828854,0.012729844,,,,0.007072136,,0.001414427,,0.001414427,0.002828854,,,,0.001414427,,,,,,,,,,,,0.001414427,,,,,,,,,,,,,,,,,,,,,,,,1.66,22.4
71,몬스터피자,피자,서울특별시 마포구 동교동 154-8번지 101동 1호,193291.5054,450727.4661,,658,299,PIZZA SLICE CHEESE | PIZZA SLICE PEPPERONI | PIZZA SLICE SPICE GIRLS | PIZZA SLICE WHOLE+PACK | BOTTLED BEER BUDWEIS,"4,800 | 4,800 | 4,800 | 27,000 | 5,500",0.356435644,0.123055163,0.03960396,0.035360679,0.062234795,0.063649222,0.021216407,0.181046676,0.038189533,,,,,0.008486563,0.012729844,0.001414427,0.00990099,,0.005657709,0.002828854,,0.001414427,0.005657709,0.002828854,0.012729844,,,,0.007072136,,0.001414427,,0.001414427,0.002828854,,,,0.001414427,,,,,,,,,,,,0.001414427,,,,,,,,,,,,,,,,,,,,,,,,1.66,22.4
72,몬스터피자,피자,서울특별시 마포구 동교동 154-8번지 101동 1호,193291.5054,450727.4661,,658,299,PIZZA SLICE CHEESE | PIZZA SLICE PEPPERONI | PIZZA SLICE SPICE GIRLS | PIZZA SLICE WHOLE+PACK | BOTTLED BEER BUDWEIS,"4,800 | 4,800 | 4,800 | 27,000 | 5,500",0.356435644,0.123055163,0.03960396,0.035360679,0.062234795,0.063649222,0.021216407,0.181046676,0.038189533,,,,,0.008486563,0.012729844,0.001414427,0.00990099,,0.005657709,0.002828854,,0.001414427,0.005657709,0.002828854,0.012729844,,,,0.007072136,,0.001414427,,0.001414427,0.002828854,,,,0.001414427,,,,,,,,,,,,0.001414427,,,,,,,,,,,,,,,,,,,,,,,,1.66,22.4
73,밀로커피,카페,서울특별시 마포구 동교동 170-32번지 지상1층 ,193446.7419,450533.4014,,658,557,에소프레소 | 몽블랑(비엔나) | 아이스몽블랑 | 밀크티 | 코코아,"4,500 | 7,000 | 8,000 | 7,000 | 7,000",,,0.000927644,0.063079777,0.130797774,,0.067717996,0.012059369,0.075139147,,0.012059369,0.000927644,0.008348794,,0.009276438,0.001855288,,0.001855288,,0.015769944,,0.000927644,0.070500928,,,0.013914657,0.012059369,0.025046382,,,,,,,,,0.083487941,,,,0.067717996,,,0.320037106,0.000927644,0.001855288,0.001855288,,0.001855288,,,,,,,,,,,,,,,,,,,,,,,,,1.313,17.5
74,본가집 춘천닭갈비 연남점,닭갈비,서울특별시 마포구 동교동 113-22,193393.7306,450937.3642,,660,92,철판 닭갈비(2인분 400g) | 치츠 철판 닭갈비(2인분 400g) | 미나리 철판 닭갈비(2인분 400g) | 볶음밥 | 치즈볶음밥,"26,000 | 30,000 | 30,000 | 3,000 | 4,000",0.231884058,0.00228833,0.079328757,0.032418002,0.097635393,0.108695652,0.067124333,0.050724638,0.033562166,0.009916095,0.011441648,0.014874142,0.005339436,0.068268497,,,,,0.025934401,0.004576659,0.00877193,0.000381388,0.003432494,,0.008009153,0.000762777,,,,0.013729977,,,,,,0.081235698,,0.038901602,,0.000381388,,,,,,,,,,,,,0.000381388,,,,,,,,,,,,,,,,,,,,,1.777,24.6
75,모멘트커피,카페,서울특별시 마포구 동교동 203-30번지 ,192954.7834,450602.6243,,668,1472,아메리카노,"5,000",0.000805153,,,0.144927536,0.086151369,,0.020933977,0.009661836,0.127214171,0.001610306,0.017713366,0.000805153,0.002415459,,0.009661836,0.000805153,,0.000805153,,0.006441224,,,0.050724638,0.003220612,,0.013687601,0.053140097,0.006441224,,,,,,,,,0.08373591,,,,0.179549114,,,0.171497585,0.006441224,0.000805153,,,,,0.000805153,,,,,,,,,,,,,,,,,,,,,,,1.461,20.2
76,산시 도삭면,중식당,서울특별시 마포구 동교동 164-20 ,193222.7486,450427.1913,,768,1703,우육도삭면 | 마라도삭면 | 짬뽕도삭면 | 향라대하 | 라즈지,"9,000 | 10,000 | 12,000 | 22,000 | 18,000",0.286014721,0.063617245,0.086225026,0.138275499,0.080967403,0.07150368,0.068874869,0.068874869,0.016298633,0.005783386,0.002628812,0.004206099,0.001577287,0.050473186,0.002103049,0.000525762,0.007886435,,0.012618297,0.011566772,,0.001577287,0.005257624,0.000525762,0.001051525,0.000525762,0.000525762,,,0.001577287,,,0.003680336,,,0.001051525,0.000525762,,0.002628812,,,,,,,,,,,0.001051525,,,,,,,,,,,,,,,,,,,,,,,,1.184,15.9
77,무세이,이자카야,"서울특별시 마포구 동교동 164-9번지 2층, 3층 ",193220.8828,450412.8548,,881,465,모듬회(2-3인) | 연어회 | 국내산채끝소고기타다끼 | 간장새우(새우장) | 도미머리조림,"39,000 | 29,000 | 28,000 | 18,000 | 23,000",0.26329008,,0.006697363,0.061950607,0.09125157,0.003348681,0.026789452,0.038091252,0.085809962,0.001674341,0.020510674,0.013394726,0.003767267,0.00083717,0.002092926,0.075345333,0.000418585,0.002092926,0.008790289,0.006697363,,,0.087902888,,0.003348681,0.002511511,0.003767267,0.001255756,0.008371704,,,0.090414399,,,0.078275429,,0.000418585,,,0.01046463,,0.000418585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.177,15.9
78,베트남노상식당연남본점,베트남음식,서울특별시 마포구 동교동 154-10번지 ,193275.5524,450710.4503,,916,593,프리미엄 쌀국수 | 까이 쌀국수 (매운) | 닭껍질튀김 쌀국수 | 숯불구이 쌀국수 | 갑오징어 쌀국수,"9,500 | 10,500 | 9,500 | 10,500 | 15,000",0.335066865,0.080980684,0.082466568,0.026002972,0.078751857,0.098068351,0.03268945,0.124814264,0.037890045,0.002228826,0.008915305,0.006686478,0.002228826,0.013372957,0.002228826,,0.005943536,,0.006686478,0.008915305,,0.001485884,0.000742942,,0.002971768,0.000742942,,,,,,,0.00371471,,,,,,0.03640416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.674,22.6
79,부부 드 꼼뜨와,요리주점,서울특별시 마포구 동교동 197-25 ,193079.2576,450846.6429,4.57,991,1078,부부닭 | 보름달 부부닭 | 소스에 빠진 로스트 비프 | 소스 듬뿍 시금치 라자냐 | 부부 에스카르고,"27,000 | 29,000 | 31,000 | 21,000 | 18,000",0.221706326,0.001450958,0.049332559,0.144805572,0.086477075,0.005513639,0.025827046,0.038595473,0.123331399,0.004062681,0.015960534,0.053395241,0.006094022,0.005513639,0.004062681,0.035693558,0.04759141,0.00377249,0.018282066,0.000580383,,0.00377249,0.063261753,0.001160766,0.000290192,0.002901915,0.011607661,0.001160766,0.001160766,,0.000290192,0.004062681,,,0.008125363,,0.001160766,,,0.003192107,0.001160766,0.001160766,0.000870575,0.001741149,,,,,,,,,0.000290192,0.000580383,,,,,,,,,,,,,,,,,,,,1.744,23.7
